[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 17   3  80   0   0   1|   0  4096B|5176M  392M 56.9G  666M|1848k 7799k|   0  1.00 |437 224  20   0   0| 20 189   1   1 174
 13   3  83   0   0   1|  48k  124k|5176M  392M 56.9G  666M|1784k 6393k|6.00  3.00 |428 216  20   0   0| 20 187   0   1 172
 11   2  85   0   0   1|   0   816k|5176M  392M 56.9G  666M|1501k 6289k|   0  4.00 |425 213  20   0   0| 20 186   1   1 166
 16   3  80   0   0   1|   0     0 |5174M  392M 56.9G  668M|1489k 5048k|   0     0 |422 209  20   0   0| 20 184   1   1 165
 18   2  79   0   0   1|   0    92k|5178M  392M 56.9G  664M|1590k 6445k|   0  5.00 |430 217  20   0   0| 20 190   0   1 170
 15   2  83   0   0   1|   0   524k|5177M  392M 56.9G  665M|1506k 5954k|   0  17.0 |425 212  20   0   0| 20 183   0   1 177
 17   2  80   0   0   1|   0     0 |5174M  392M 56.9G  668M|1714k 6703k|   0     0 |425 213  20   0   0| 20 181   0   1 175
 16   2  81   0   0   1|   0   148k|5178M  392M 56.9G  664M|1606k 6006k|   0  9.00 |441 223  20   0   0| 20 194   1   1 172
 16   3  80   0   0   1|  12k  236k|5163M  392M 56.9G  680M|1462k 5956k|1.00  7.00 |438 221  20   0   0| 20 191   0   1 172
  9   2  88   0   0   1|   0     0 |5163M  392M 56.9G  679M|1542k 5302k|   0     0 |437 220  20   0   0| 20 189   5   1 173
 23   4  72   0   0   1|  28k   44k|5162M  392M 56.9G  666M|1856k 7187k|1.00  4.00 |454 237  20   0   0| 20 210   1   1 175
 29   7  62   0   0   2|   0     0 |5169M  392M 56.9G  673M|1682k 6967k|   0     0 |436 220  20   0   0| 20 189   0   1 189
 13   3  84   0   0   1|  12k    0 |5169M  392M 56.9G  673M|1621k 6358k|1.00     0 |473 260  20   0   0| 20 233  18   1 168
 13   3  83   0   0   1|   0   200k|5172M  392M 56.9G  670M|1569k 5138k|   0  4.00 |485 272  20   0   0| 20 247   1   1 158
  9   2  88   0   0   0|  12k    0 |5172M  392M 56.9G  670M|1271k 4556k|1.00     0 |485 273  20   0   0| 20 246   1   1 159
  9   2  88   0   0   1|   0     0 |5173M  392M 56.9G  669M|1374k 4803k|   0     0 |485 272  20   0   0| 20 234   0   1 169
 14   2  83   0   0   1|   0    84k|5170M  392M 56.9G  672M|1387k 4584k|   0  20.0 |486 272  20   0   0| 20 235   0   1 168
 14   3  82   0   0   1|   0   220k|5170M  392M 56.9G  672M|1318k 4949k|   0  42.0 |486 272  20   0   0| 20 239   0   1 168
 15   2  82   0   0   1|   0   100k|5173M  392M 56.9G  669M|1539k 5019k|   0  2.00 |488 274  20   0   0| 20 240   0   1 170
 19   2  78   0   0   1|   0     0 |5173M  392M 56.9G  669M|2025k 6054k|   0     0 |489 277  20   0   0| 20 242   2   1 171
 11   2  87   0   0   0|   0     0 |5173M  392M 56.9G  669M|1404k 5088k|   0     0 |478 264  20   0   0| 20 237   1   1 175
 12   2  85   0   0   1|   0     0 |5173M  392M 56.9G  669M|1614k 4903k|   0     0 |459 245  20   0   0| 20 220   0   1 192
 12   3  85   0   0   0|   0    72k|5173M  392M 56.9G  669M|1538k 5662k|   0  5.00 |452 238  20   0   0| 20 217   3   1 186
 22   4  74   0   0   1|   0    88k|5171M  392M 56.9G  670M|2005k 6955k|   0  2.00 |469 255  20   0   0| 20 233  11   1 183
 20   4  75   0   0   2|   0     0 |5172M  392M 56.9G  670M|2022k 9258k|   0     0 |481 267  20   0   0| 20 246   1   1 173
 19   2  78   0   0   1|   0     0 |5171M  392M 56.9G  671M|1829k 7468k|   0     0 |477 263  20   0   0| 20 236   0   1 179
 23   3  73   0   0   1|   0     0 |5172M  392M 56.9G  670M|1765k 6887k|   0     0 |483 270  20   0   0| 20 244   4   1 178
 14   3  82   0   0   1|   0    44k|5172M  392M 56.9G  670M|1675k 5795k|   0  4.00 |491 278  20   0   0| 20 252   7   1 176
 21   3  74   0   0   2|   0   140k|5171M  392M 56.9G  671M|1546k 6438k|   0  2.00 |491 276  20   0   0| 20 253   0   1 167
 13   2  84   0   0   1|   0   240k|5172M  392M 56.9G  670M|1688k 6412k|   0  19.0 |486 275  20   0   0| 20 241   1   1 184
 19   3  78   0   0   1|   0     0 |5174M  392M 56.9G  668M|1553k 9977k|   0     0 |483 271  20   0   0| 20 240   0   1 186
 12   2  84   0   0   1|  12k    0 |5173M  392M 56.9G  669M|1828k 8235k|3.00     0 |480 266  20   0   0| 20 241   2   1 186
 11   2  87   0   0   0|   0     0 |5173M  392M 56.9G  669M|1373k 5446k|   0     0 |481 269  20   0   0| 20 245   0   1 184
 12   3  85   0   0   1|4096B  212k|5174M  392M 56.9G  668M|1436k 4772k|1.00  16.0 |485 272  20   0   0| 20 243   0   1 187
 13   2  84   0   0   1|   0  1792k|5173M  392M 56.9G  669M|1712k 5399k|   0   274 |477 264  20   0   0| 20 233   0   1 196
 12   2  85   0   0   1|   0     0 |5174M  392M 56.9G  668M|1419k 4983k|   0     0 |473 260  20   0   0| 20 232   0   1 191
  7   2  90   0   0   1|   0     0 |5173M  392M 56.9G  669M|1262k 4292k|   0     0 |473 260  20   0   0| 20 228   0   1 197
  8   2  90   0   0   0|   0     0 |5172M  392M 56.9G  670M|1149k 3994k|   0     0 |472 259  20   0   0| 20 226   0   1 198
 12   2  86   0   0   0|   0     0 |5173M  392M 56.9G  669M|1768k 5872k|   0     0 |469 257  20   0   0| 20 223   0   1 199
 14   3  83   0   0   1|   0   860k|5173M  392M 56.9G  617M|1423k 4807k|   0  52.0 |471 257  20   0   0| 20 227   0   1 198
 28   9  62   0   0   1|   0     0 |5179M  392M 56.9G  635M|1399k 4887k|   0     0 |471 254  20   0   0| 20 224   0   1 207
 23   5  70   0   0   1|   0     0 |5191M  392M 56.9G  650M|1687k 5390k|   0     0 |462 247  20   0   0| 20 222   1   1 206
 25   4  70   0   0   1|   0   376k|5187M  392M 56.9G  655M|1597k 5509k|   0  12.0 |410 200  20   0   0| 20 172   0   1 243
 16   3  80   0   0   1|   0     0 |5174M  392M 56.9G  668M|1403k 5205k|   0     0 |392 177  20   0   0| 20 157   0   1 247
 18   3  79   0   0   1|   0    32k|5174M  392M 56.9G  668M|1638k 6526k|   0  7.00 |407 181  20   0   0| 20 162   1   1 245
 10   2  88   0   0   0|   0     0 |5173M  392M 56.9G  668M|1613k 5177k|   0     0 |410 183  20   0   0| 20 166   0   1 244
 17   3  79   0   0   1|   0   332k|5178M  392M 56.9G  664M|1766k 6208k|   0  11.0 |413 185  20   0   0| 20 167   0   1 241
 11   2  86   0   0   0|   0     0 |5178M  392M 56.9G  664M|1318k 4784k|   0     0 |412 187  20   0   0| 20 168   2   1 244
 16   3  79   0   0   2|   0    56k|5178M  392M 56.9G  663M|1750k 9744k|   0  1.00 |426 203  20   0   0| 20 185   1   1 243
 21   3  75   0   0   1|   0    36k|5179M  392M 56.9G  663M|1978k 9565k|   0  9.00 |445 223  20   0   0| 20 203   3   1 237
 18   3  78   0   0   1|   0  4096B|5180M  392M 56.9G  662M|1639k 7303k|   0  1.00 |453 231  20   0   0| 20 209   0   1 230
 12   2  86   0   0   0|   0   240k|5179M  392M 56.9G  662M|1563k 4933k|   0  6.00 |449 231  20   0   0| 20 209   1   1 221
 17   3  79   0   0   1|   0   144k|5180M  392M 56.9G  662M|1523k 5464k|   0  23.0 |451 233  20   0   0| 20 211   1   1 219
 12   3  85   0   0   0|   0     0 |5179M  392M 56.9G  662M|1723k 5002k|   0     0 |451 234  20   0   0| 20 212   0   1 218
 13   4  83   0   0   0|   0   128k|5180M  392M 56.9G  662M|1487k 5191k|   0  28.0 |433 216  20   0   0| 20 187   0   1 243
 13   3  83   0   0   1|   0     0 |5179M  392M 56.9G  662M|1627k 5849k|   0     0 |435 218  20   0   0| 20 182   4   1 247
 14   3  81   0   0   1|   0    64k|5180M  392M 56.9G  662M|1664k 8991k|   0  2.00 |444 227  20   0   0| 20 191   2   1 246
 14   2  83   0   0   1|   0    56k|5177M  392M 56.9G  664M|1702k 5990k|   0  4.00 |451 234  20   0   0| 20 196   0   1 239
 11   2  86   0   0   1|   0     0 |5177M  392M 56.9G  664M|1669k 5899k|   0     0 |450 233  20   0   0| 20 195   0   1 234
 13   3  84   0   0   0|   0  8192B|5176M  392M 56.9G  666M|1742k 5952k|   0  2.00 |449 232  20   0   0| 20 194   0   1 229
 13   2  84   0   0   1|   0     0 |5177M  392M 56.9G  665M|1467k 5591k|   0     0 |440 222  20   0   0| 20 191   0   1 226
 17   3  79   0   0   1|   0    72k|5174M  392M 56.9G  668M|1689k 5366k|   0  2.00 |440 223  20   0   0| 20 192   0   1 222
 16   2  81   0   0   1|   0    20k|5174M  392M 56.9G  667M|1702k 5314k|   0  5.00 |435 218  20   0   0| 20 190   0   1 226
 15   2  82   0   0   1|   0     0 |5173M  392M 56.9G  669M|1325k 4445k|   0     0 |424 207  20   0   0| 20 178   0   1 236
 19   4  77   0   0   1|   0   284k|5180M  392M 56.9G  659M|1632k 6113k|   0  26.0 |426 209  20   0   0| 20 180   4   1 236
 25   5  69   0   0   1|   0     0 |5175M  392M 56.9G  667M|1674k 6520k|   0     0 |426 210  20   0   0| 20 180   3   1 236
 14   3  83   0   0   0|   0   176k|5175M  392M 56.9G  667M|1762k 5973k|   0  2.00 |426 209  20   0   0| 20 180   0   1 233
 11   2  86   0   0   1|   0     0 |5175M  392M 56.9G  666M|1517k 4711k|   0     0 |426 209  20   0   0| 20 180   0   1 232
 15   2  82   0   0   1|   0    44k|5178M  392M 56.9G  664M|1435k 4975k|   0  4.00 |428 211  20   0   0| 20 184   0   1 232
 12   3  85   0   0   1|   0  1660k|5178M  392M 56.9G  664M|1626k 5133k|   0   261 |424 207  20   0   0| 20 184   0   1 227
 11   2  87   0   0   0|   0     0 |5178M  392M 56.9G  664M|1342k 4284k|   0     0 |423 206  20   0   0| 20 181   1   1 218
 15   3  81   0   0   1|   0   104k|5179M  392M 56.9G  663M|1863k 5877k|   0  2.00 |427 210  20   0   0| 20 187   5   1 217
 18   3  78   0   0   1|   0     0 |5180M  392M 56.9G  661M|1701k 7713k|   0     0 |447 229  20   0   0| 20 209   5   2 198
 21   3  75   0   0   1|   0     0 |5175M  392M 56.9G  667M|1802k 8807k|   0     0 |466 249  20   0   0| 20 226   0   1 171
 13   2  84   0   0   1|   0   116k|5174M  392M 56.9G  667M|1423k 5973k|   0  20.0 |452 235  20   0   0| 20 211   1   1 185
 13   2  84   0   0   1|   0     0 |5176M  392M 56.9G  666M|1455k 4927k|   0     0 |450 233  20   0   0| 20 208   0   1 187
 11   2  87   0   0   0|   0   124k|5173M  392M 56.9G  669M|1241k 4454k|   0  2.00 |453 235  20   0   0| 20 208   0   1 179
 16   3  80   0   0   1|   0     0 |5174M  392M 56.9G  668M|2214k 7649k|   0     0 |464 246  20   0   0| 20 215   0   1 179
 21   3  74   0   0   2|  52k    0 |5173M  392M 56.9G  668M|2163k 8076k|4.00     0 |452 241  20   0   0| 20 199   1   1 190
 17   2  80   0   0   1|   0   192k|5174M  392M 56.9G  668M|1484k 5428k|   0  34.0 |445 236  20   0   0| 20 192   1   1 207
 13   2  84   0   0   1|   0     0 |5174M  392M 56.9G  668M|1560k 5464k|   0     0 |432 220  20   0   0| 20 180   0   1 218
 16   3  81   0   0   1|   0   116k|5171M  392M 56.9G  670M|1714k 6241k|   0  2.00 |432 220  20   0   0| 20 180   0   1 220
 15   3  81   0   0   1|   0     0 |5171M  392M 56.9G  670M|1626k 7462k|   0     0 |455 243  20   0   0| 20 203   3   2 220
 17   2  80   0   0   1|   0     0 |5172M  392M 56.9G  670M|1831k 7519k|   0     0 |459 248  20   0   0| 20 207   0   2 220
 12   3  85   0   0   1|   0     0 |5171M  392M 56.9G  670M|1816k 5934k|   0     0 |451 239  20   0   0| 20 201   0   2 208
 13   2  84   0   0   0|   0     0 |5174M  392M 56.9G  668M|1695k 6437k|   0     0 |446 234  20   0   0| 20 194   1   2 210
 15   3  81   0   0   1|   0    96k|5176M  392M 56.9G  666M|1939k 6060k|   0  2.00 |435 225  20   0   0| 20 184   1   2 220
 19   3  78   0   0   1|   0   100k|5175M  392M 56.9G  666M|1813k 6317k|   0  16.0 |435 222  20   0   0| 20 174   0   2 230
 15   2  83   0   0   1|   0     0 |5171M  392M 56.9G  670M|1457k 5098k|   0     0 |444 234  20   0   0| 20 180   2   1 221
 20   3  76   0   0   2|   0     0 |5174M  392M 56.9G  667M|1815k 7448k|   0     0 |453 242  20   0   0| 20 196   0   1 218
 14   3  82   0   0   1|   0     0 |5174M  392M 56.9G  668M|1777k 7990k|   0     0 |452 241  20   0   0| 20 201   0   1 216
 16   3  80   0   0   1|   0    92k|5172M  392M 56.9G  670M|2159k 8101k|   0  2.00 |454 243  20   0   0| 20 203   2   1 217
 16   4  79   0   0   1|   0    56k|5174M  392M 56.9G  667M|2124k 6789k|   0  4.00 |454 243  20   0   0| 20 203   2   1 216
 14   2  84   0   0   0|   0     0 |5174M  392M 56.9G  667M|1876k 5406k|   0     0 |449 238  20   0   0| 20 205   1   1 213
 11   2  86   0   0   1|   0    52k|5174M  392M 56.9G  667M|1756k 5559k|   0  13.0 |447 236  20   0   0| 20 203   0   1 210
 11   3  85   0   0   1|   0     0 |5175M  392M 56.9G  666M|1926k 5831k|   0     0 |433 223  20   0   0| 20 192   0   1 219
 14   3  83   0   0   1|   0    84k|5175M  392M 56.9G  667M|1828k 5276k|   0  2.00 |441 229  20   0   0| 20 192   0   1 220
 11   2  87   0   0   0|   0    16k|5172M  392M 56.9G  670M|1502k 4362k|   0  4.00 |435 224  20   0   0| 20 180   0   2 228
 13   2  85   0   0   1|   0     0 |5172M  392M 56.9G  669M|1564k 5592k|   0     0 |435 224  20   0   0| 20 181   0   2 228
 15   3  81   0   0   1|   0  2264k|5172M  392M 56.9G  670M|2230k 7096k|   0   345 |434 224  20   0   0| 20 180   0   2 228
 13   2  84   0   0   1|   0     0 |5172M  392M 56.9G  669M|1967k 5974k|   0     0 |434 223  20   0   0| 20 180   0   2 228
 12   3  85   0   0   0|   0   116k|5177M  392M 56.9G  664M|1807k 5531k|   0  2.00 |427 215  21   0   0| 20 178   1   2 227
 16   2  82   0   0   1|   0   252k|5171M  392M 56.9G  670M|1853k 6834k|   0  12.0 |415 200  20   0   0| 20 164   1   2 242
 13   2  85   0   0   1|   0     0 |5172M  392M 56.9G  670M|1814k 5811k|   0     0 |385 172  20   0   0| 20 138   0   1 254
  9   2  89   0   0   0|   0     0 |5171M  392M 56.9G  670M|1520k 5291k|   0     0 |382 167  20   0   0| 20 136   0   1 254
 10   3  87   0   0   0|   0    44k|5171M  392M 56.9G  671M|1615k 4897k|   0  4.00 |381 166  20   0   0| 20 137   0   1 252
  8   2  89   0   0   0|4096B    0 |5170M  392M 56.9G  671M|1407k 5271k|1.00     0 |382 167  20   0   0| 20 138   0   1 251
 11   2  85   0   0   1|   0   136k|5171M  392M 56.9G  670M|1730k 5181k|   0  3.00 |376 166  20   0   0| 20 135   0   1 254
 12   3  85   0   0   0|   0    56k|5171M  392M 56.9G  670M|1670k 5994k|   0  1.00 |370 159  20   0   0| 20 130   0   1 248
 10   2  87   0   0   0|   0     0 |5171M  392M 56.9G  670M|1479k 4742k|   0     0 |367 157  20   0   0| 20 128   0   1 236
 12   2  86   0   0   1|   0    16k|5171M  392M 56.9G  670M|1477k 5189k|   0  4.00 |363 152  20   0   0| 20 123   1   1 224
 11   3  85   0   0   1|   0     0 |5171M  392M 56.9G  670M|1736k 5733k|   0     0 |361 150  20   0   0| 20 123   0   1 226
 10   2  88   0   0   1|   0   148k|5171M  392M 56.9G  670M|1568k 4746k|   0  3.00 |347 138  20   0   0| 20 108   1   1 239
 11   3  85   0   0   1|   0     0 |5172M  392M 56.9G  670M|1661k 4734k|   0     0 |348 138  20   0   0| 20 108   0   1 241
 14   3  82   0   0   1|   0     0 |5172M  392M 56.9G  670M|1691k 6258k|   0     0 |354 142  20   0   0| 20 115   0   1 241
 20   3  76   0   0   1|   0   144k|5172M  392M 56.9G  669M|2081k 6895k|   0  9.00 |353 143  20   0   0| 20 113   1   1 239
 12   3  85   0   0   0|   0    20k|5173M  392M 56.9G  669M|1383k 5584k|   0  4.00 |354 144  20   0   0| 20 112   3   1 233
 13   2  84   0   0   0|   0     0 |5173M  392M 56.9G  668M|1612k 4807k|   0     0 |354 143  20   0   0| 20 111   0   1 233
 14   2  83   0   0   0|4096B 4096B|5185M  392M 56.9G  657M|1482k 4996k|1.00  1.00 |355 144  20   0   0| 20 111   0   1 227
 12   2  85   0   0   0|   0     0 |5179M  392M 56.9G  662M|1680k 5422k|   0     0 |342 130  20   0   0| 20  98   0   1 229
 19   4  76   0   0   1|   0   148k|5177M  392M 56.9G  664M|2042k 6705k|   0  4.00 |355 143  20   0   0| 20 113   3   1 232
 19   3  77   0   0   1|   0     0 |5176M  392M 56.9G  666M|1592k 8372k|   0     0 |358 147  20   0   0| 20 115   0   1 234
 11   2  86   0   0   0|   0   112k|5175M  392M 56.9G  666M|1479k 5247k|   0  20.0 |359 147  20   0   0| 20 118   2   1 233
 13   2  84   0   0   0|   0     0 |5178M  392M 56.9G  663M|1370k 5115k|   0     0 |360 148  20   0   0| 20 121   0   1 234
 13   3  84   0   0   1|   0     0 |5178M  392M 56.9G  663M|1533k 7817k|   0     0 |361 149  20   0   0| 20 122   0   1 234
 19   4  76   0   0   1|   0    80k|5179M  392M 56.9G  663M|1833k 7396k|   0  2.00 |369 157  20   0   0| 20 129   1   1 231
 12   3  85   0   0   1|   0     0 |5179M  392M 56.9G  663M|1727k 6584k|   0     0 |374 162  20   0   0| 20 124   1   1 244
 14   3  82   0   0   1|   0   204k|5179M  392M 56.9G  663M|1714k 6642k|   0  13.0 |383 170  20   0   0| 20 131   0   1 247
 22   5  72   0   0   1|   0     0 |5180M  392M 56.9G  662M|1679k 5764k|   0     0 |381 169  20   0   0| 20 129   1   1 244
 12   2  86   0   0   1|   0    56k|5181M  392M 56.9G  661M|1406k 5666k|   0  3.00 |382 170  20   0   0| 20 130   0   1 243
 17   4  79   0   0   1|   0     0 |5181M  392M 56.9G  660M|1579k 6859k|   0     0 |390 178  20   0   0| 20 137   0   1 243
 23   3  73   0   0   1|   0     0 |5180M  392M 56.9G  662M|1767k 6071k|   0     0 |400 187  20   0   0| 20 144   2   1 245
 23   4  71   0   0   2|   0   192k|5180M  392M 56.9G  662M|1947k   13M|   0  3.00 |411 197  20   0   0| 20 159   1   1 231
 16   4  79   0   0   1|   0     0 |5176M  392M 56.9G  666M|1950k 7908k|   0     0 |415 203  20   0   0| 20 159   0   1 202
 12   2  86   0   0   1|   0  1676k|5176M  392M 56.9G  666M|1593k 6267k|   0   255 |418 205  20   0   0| 20 160   2   1 197
 14   3  83   0   0   1|   0     0 |5176M  392M 56.9G  665M|1591k   11M|   0     0 |435 223  20   0   0| 20 182   5   1 196
 16   2  80   0   0   1|   0   112k|5175M  392M 56.9G  666M|1695k   11M|   0  18.0 |451 239  20   0   0| 20 197   3   1 197
 20   4  76   0   0   1|   0   224k|5176M  392M 56.9G  665M|2076k   12M|   0  18.0 |455 244  20   0   0| 20 197   2   1 200
 16   3  80   0   0   1|   0     0 |5176M  392M 56.9G  666M|1998k 9914k|   0     0 |453 242  20   0   0| 20 197   0   1 196
 11   2  86   0   0   1|   0    12k|5176M  392M 56.9G  666M|1628k 6644k|   0  3.00 |446 235  20   0   0| 20 196   0   1 196
 14   2  83   0   0   1|   0     0 |5175M  392M 56.9G  666M|1565k 8218k|   0     0 |444 233  20   0   0| 20 192   1   1 195
 18   3  77   0   0   1|   0     0 |5177M  392M 56.9G  664M|2103k 7903k|   0     0 |444 234  20   0   0| 20 193   3   1 194
 12   3  85   0   0   1|   0   160k|5177M  392M 56.9G  664M|1805k 7908k|   0  7.00 |447 237  20   0   0| 20 196   1   1 186
 13   2  84   0   0   1|   0     0 |5177M  392M 56.9G  665M|1401k 7473k|   0     0 |442 232  20   0   0| 20 191   1   1 184
 10   2  87   0   0   1|   0    36k|5176M  392M 56.9G  665M|1634k 6917k|   0  9.00 |435 228  20   0   0| 20 186   1   1 185
 11   2  87   0   0   1|   0     0 |5174M  392M 56.9G  667M|1348k 7483k|   0     0 |434 227  20   0   0| 20 188   1   1 186
 15   2  82   0   0   1|   0     0 |5175M  392M 56.9G  667M|1322k 7884k|   0     0 |438 230  20   0   0| 20 189   1   1 191
 14   2  83   0   0   1|   0    92k|5177M  392M 56.9G  665M|1555k 7047k|   0  6.00 |436 230  20   0   0| 20 189   1   1 189
 13   3  84   0   0   1|   0     0 |5175M  392M 56.9G  666M|1546k 7137k|   0     0 |436 231  20   0   0| 20 191   1   1 168
 10   3  87   0   0   1|   0    20k|5174M  392M 56.9G  667M|1710k 6923k|   0  4.00 |432 227  20   0   0| 20 191   1   1 162
 10   2  88   0   0   0|   0     0 |5176M  392M 56.9G  666M|1521k 6416k|   0     0 |423 222  20   0   0| 20 186   1   1 161
 11   2  87   0   0   1|   0     0 |5175M  392M 56.9G  666M|1412k 6873k|   0     0 |413 208  20   0   0| 20 175   1   1 162
 12   2  85   0   0   1|   0    88k|5175M  392M 56.9G  667M|1783k 6800k|   0  3.00 |422 217  20   0   0| 20 186   3   1 161
 17   3  79   0   0   1|   0    44k|5175M  392M 56.9G  666M|2018k   14M|   0  4.00 |436 231  20   0   0| 20 196   1   1 162
 12   3  84   0   0   1|   0    32k|5175M  392M 56.9G  666M|2033k   10M|   0  8.00 |434 230  20   0   0| 20 195   1   1 161
 11   2  87   0   0   0|   0     0 |5171M  392M 56.9G  670M|1539k 6479k|   0     0 |431 227  20   0   0| 20 192   1   1 163
 11   3  85   0   0   1|   0     0 |5172M  392M 56.9G  669M|1639k 7089k|   0     0 |430 227  20   0   0| 20 190   4   1 161
  8   2  89   0   0   0|   0    92k|5172M  392M 56.9G  669M|1323k 5202k|   0  19.0 |432 227  20   0   0| 20 195   1   1 162
 12   3  85   0   0   0|   0    72k|5172M  392M 56.9G  669M|1853k 7621k|   0  2.00 |429 226  20   0   0| 20 193   2   1 164
 14   3  83   0   0   1|   0    36k|5172M  392M 56.9G  669M|1686k 7118k|   0  6.00 |423 220  20   0   0| 20 184   5   1 169
 15   3  81   0   0   1|   0     0 |5172M  392M 56.9G  669M|1804k   10M|   0     0 |444 240  20   0   0| 20 203   2   1 167
 11   2  86   0   0   1|   0     0 |5172M  392M 56.9G  669M|1493k 7465k|   0     0 |439 240  20   0   0| 20 198   2   1 175
 31   5  63   0   0   2|   0  8192B|5218M  392M 56.9G  623M|1749k 8266k|   0  1.00 |458 255  20   0   0| 20 212   6   1 184
 29   7  62   0   0   2|   0   344k|5215M  392M 56.9G  625M|1980k   10M|   0  14.0 |462 251  20   0   0| 20 212   1   1 183
 22   7  70   0   0   1|   0   124k|5217M  392M 56.9G  624M|1549k 8447k|   0  9.00 |463 250  20   0   0| 20 213   1   1 185
 19   6  75   0   0   1|   0    44k|5217M  392M 56.9G  623M|1172k 5690k|   0  4.00 |449 239  20   0   0| 20 197   1   1 201
